"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","TAXENV","POL","PC_GDP","A","2016",0.23,
"EST","TAXENV","POL","PC_GDP","A","2017",0.22,
"EST","TAXENV","POL","PC_GDP","A","2018",0.21,
"EST","TAXENV","POL","PC_GDP","A","2019",0.16,
"EST","TAXENV","POL","PC_GDP","A","2020",0.11,
"EST","TAXENV","POL","PC_GDP","A","2021",0.1,
"EST","TAXENV","RES","PC_GDP","A","1994",0.4,
"EST","TAXENV","RES","PC_GDP","A","1995",0.07,
"EST","TAXENV","RES","PC_GDP","A","1996",0.08,
"EST","TAXENV","RES","PC_GDP","A","1997",0.07,
"EST","TAXENV","RES","PC_GDP","A","1998",0.07,
"EST","TAXENV","RES","PC_GDP","A","1999",0.08,
"EST","TAXENV","RES","PC_GDP","A","2000",0.08,
"EST","TAXENV","RES","PC_GDP","A","2001",0.11,
"EST","TAXENV","RES","PC_GDP","A","2002",0.09,
"EST","TAXENV","RES","PC_GDP","A","2003",0.09,
"EST","TAXENV","RES","PC_GDP","A","2004",0.09,
"EST","TAXENV","RES","PC_GDP","A","2005",0.08,
"EST","TAXENV","RES","PC_GDP","A","2006",0.08,
"EST","TAXENV","RES","PC_GDP","A","2007",0.07,
"EST","TAXENV","RES","PC_GDP","A","2008",0.08,
"EST","TAXENV","RES","PC_GDP","A","2009",0.1,
"EST","TAXENV","RES","PC_GDP","A","2010",0.11,
"EST","TAXENV","RES","PC_GDP","A","2011",0.1,
"EST","TAXENV","RES","PC_GDP","A","2012",0.09,
"EST","TAXENV","RES","PC_GDP","A","2013",0.09,
"EST","TAXENV","RES","PC_GDP","A","2014",0.08,
"EST","TAXENV","RES","PC_GDP","A","2015",0.08,
"EST","TAXENV","RES","PC_GDP","A","2016",0.08,
"EST","TAXENV","RES","PC_GDP","A","2017",0.07,
"EST","TAXENV","RES","PC_GDP","A","2018",0.07,
"EST","TAXENV","RES","PC_GDP","A","2019",0.06,
"EST","TAXENV","RES","PC_GDP","A","2020",0.08,
"EST","TAXENV","RES","PC_GDP","A","2021",0.1,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","1994",1.17,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","1995",0.55,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","1996",0.73,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","1997",0.57,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","1998",0.52,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","1999",0.6,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2000",0.69,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2001",0.7,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2002",0.65,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2003",0.16,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2004",0.25,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2005",0.27,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2006",0.25,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2007",0.22,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2008",0.17,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2009",0.16,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2010",0.18,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2011",0.21,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2012",0.21,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2013",0.21,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2014",0.2,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2015",0.2,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2016",0.2,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2017",0.19,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2018",0.17,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2019",0.16,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2020",0.14,
"EST","TAXENV","TRANSPORT","PC_TOT_TAX","A","2021",0.14,
"EST","TAXENV","POL","PC_TOT_TAX","A","1994",0.2,
"EST","TAXENV","POL","PC_TOT_TAX","A","1995",0.23,
"EST","TAXENV","POL","PC_TOT_TAX","A","1996",0.21,
"EST","TAXENV","POL","PC_TOT_TAX","A","1997",0.28,
"EST","TAXENV","POL","PC_TOT_TAX","A","1998",0.28,
"EST","TAXENV","POL","PC_TOT_TAX","A","1999",0.25,
"EST","TAXENV","POL","PC_TOT_TAX","A","2000",0.52,
"EST","TAXENV","POL","PC_TOT_TAX","A","2001",0.68,
"EST","TAXENV","POL","PC_TOT_TAX","A","2002",0.68,
"EST","TAXENV","POL","PC_TOT_TAX","A","2003",0.74,
"EST","TAXENV","POL","PC_TOT_TAX","A","2004",0.52,
"EST","TAXENV","POL","PC_TOT_TAX","A","2005",0.74,
"EST","TAXENV","POL","PC_TOT_TAX","A","2006",0.84,
"EST","TAXENV","POL","PC_TOT_TAX","A","2007",0.87,
"EST","TAXENV","POL","PC_TOT_TAX","A","2008",0.83,
"EST","TAXENV","POL","PC_TOT_TAX","A","2009",0.84,
"EST","TAXENV","POL","PC_TOT_TAX","A","2010",0.63,
"EST","TAXENV","POL","PC_TOT_TAX","A","2011",0.66,
"EST","TAXENV","POL","PC_TOT_TAX","A","2012",0.55,
"EST","TAXENV","POL","PC_TOT_TAX","A","2013",0.62,
"EST","TAXENV","POL","PC_TOT_TAX","A","2014",0.69,
"EST","TAXENV","POL","PC_TOT_TAX","A","2015",0.65,
"EST","TAXENV","POL","PC_TOT_TAX","A","2016",0.69,
"EST","TAXENV","POL","PC_TOT_TAX","A","2017",0.68,
"EST","TAXENV","POL","PC_TOT_TAX","A","2018",0.64,
"EST","TAXENV","POL","PC_TOT_TAX","A","2019",0.48,
"EST","TAXENV","POL","PC_TOT_TAX","A","2020",0.32,
"EST","TAXENV","POL","PC_TOT_TAX","A","2021",0.3,
"EST","TAXENV","RES","PC_TOT_TAX","A","1994",1.29,
"EST","TAXENV","RES","PC_TOT_TAX","A","1995",0.21,
"EST","TAXENV","RES","PC_TOT_TAX","A","1996",0.24,
"EST","TAXENV","RES","PC_TOT_TAX","A","1997",0.22,
"EST","TAXENV","RES","PC_TOT_TAX","A","1998",0.2,
"EST","TAXENV","RES","PC_TOT_TAX","A","1999",0.24,
"EST","TAXENV","RES","PC_TOT_TAX","A","2000",0.27,
"EST","TAXENV","RES","PC_TOT_TAX","A","2001",0.38,
"EST","TAXENV","RES","PC_TOT_TAX","A","2002",0.3,
"EST","TAXENV","RES","PC_TOT_TAX","A","2003",0.3,
"EST","TAXENV","RES","PC_TOT_TAX","A","2004",0.29,
"EST","TAXENV","RES","PC_TOT_TAX","A","2005",0.26,
"EST","TAXENV","RES","PC_TOT_TAX","A","2006",0.25,
"EST","TAXENV","RES","PC_TOT_TAX","A","2007",0.24,
"EST","TAXENV","RES","PC_TOT_TAX","A","2008",0.25,
"EST","TAXENV","RES","PC_TOT_TAX","A","2009",0.28,
"EST","TAXENV","RES","PC_TOT_TAX","A","2010",0.32,
"EST","TAXENV","RES","PC_TOT_TAX","A","2011",0.3,
"EST","TAXENV","RES","PC_TOT_TAX","A","2012",0.3,
"EST","TAXENV","RES","PC_TOT_TAX","A","2013",0.28,
"EST","TAXENV","RES","PC_TOT_TAX","A","2014",0.24,
"EST","TAXENV","RES","PC_TOT_TAX","A","2015",0.23,
"EST","TAXENV","RES","PC_TOT_TAX","A","2016",0.23,
"EST","TAXENV","RES","PC_TOT_TAX","A","2017",0.23,
"EST","TAXENV","RES","PC_TOT_TAX","A","2018",0.22,
"EST","TAXENV","RES","PC_TOT_TAX","A","2019",0.17,
"EST","TAXENV","RES","PC_TOT_TAX","A","2020",0.23,
"EST","TAXENV","RES","PC_TOT_TAX","A","2021",0.29,
"FJI","TAXENV","ENRG","PC_GDP","A","1994",0,
"FJI","TAXENV","ENRG","PC_GDP","A","1995",0,
"FJI","TAXENV","ENRG","PC_GDP","A","1996",0,
"FJI","TAXENV","ENRG","PC_GDP","A","1997",0,
"FJI","TAXENV","ENRG","PC_GDP","A","1998",0,
"FJI","TAXENV","ENRG","PC_GDP","A","1999",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2000",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2001",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2002",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2003",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2004",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2005",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2006",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2007",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2008",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2009",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2010",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2011",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2012",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2013",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2014",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2015",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2016",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2017",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2018",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2019",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2020",0,
"FJI","TAXENV","ENRG","PC_GDP","A","2021",0,
"FJI","TAXENV","TOT","PC_GDP","A","2010",0,
"FJI","TAXENV","TOT","PC_GDP","A","2011",0.89,
"FJI","TAXENV","TOT","PC_GDP","A","2012",1.42,
"FJI","TAXENV","TOT","PC_GDP","A","2013",1.24,
"FJI","TAXENV","TOT","PC_GDP","A","2014",1.37,
"FJI","TAXENV","TOT","PC_GDP","A","2015",1.4,
"FJI","TAXENV","TOT","PC_GDP","A","2016",1.42,
"FJI","TAXENV","TOT","PC_GDP","A","2017",1.33,
"FJI","TAXENV","TOT","PC_GDP","A","2018",1.3,
"FJI","TAXENV","TOT","PC_GDP","A","2019",1.3,
"FJI","TAXENV","TOT","PC_GDP","A","2020",0.4,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2010",0,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2011",0.88,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2012",1.4,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2013",1.24,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2014",1.37,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2015",1.4,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2016",1.42,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2017",1.33,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2018",1.3,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2019",1.3,
"FJI","TAXENV","TRANSPORT","PC_GDP","A","2020",0.4,
"FJI","TAXENV","POL","PC_GDP","A","1994",0,
"FJI","TAXENV","POL","PC_GDP","A","1995",0,
"FJI","TAXENV","POL","PC_GDP","A","1996",0,
"FJI","TAXENV","POL","PC_GDP","A","1997",0,
"FJI","TAXENV","POL","PC_GDP","A","1998",0,
"FJI","TAXENV","POL","PC_GDP","A","1999",0,
"FJI","TAXENV","POL","PC_GDP","A","2000",0,
"FJI","TAXENV","POL","PC_GDP","A","2001",0,
"FJI","TAXENV","POL","PC_GDP","A","2002",0,
"FJI","TAXENV","POL","PC_GDP","A","2003",0,
"FJI","TAXENV","POL","PC_GDP","A","2004",0,
"FJI","TAXENV","POL","PC_GDP","A","2005",0,
"FJI","TAXENV","POL","PC_GDP","A","2006",0,
"FJI","TAXENV","POL","PC_GDP","A","2007",0,
"FJI","TAXENV","POL","PC_GDP","A","2008",0,
"FJI","TAXENV","POL","PC_GDP","A","2009",0,
"FJI","TAXENV","POL","PC_GDP","A","2010",0,
"FJI","TAXENV","POL","PC_GDP","A","2011",0,
"FJI","TAXENV","POL","PC_GDP","A","2012",0,
"FJI","TAXENV","POL","PC_GDP","A","2013",0,
"FJI","TAXENV","POL","PC_GDP","A","2014",0,
"FJI","TAXENV","POL","PC_GDP","A","2015",0,
"FJI","TAXENV","POL","PC_GDP","A","2016",0,
"FJI","TAXENV","POL","PC_GDP","A","2017",0,
"FJI","TAXENV","RES","PC_GDP","A","2010",0,
"FJI","TAXENV","RES","PC_GDP","A","2011",0.02,
"FJI","TAXENV","RES","PC_GDP","A","2012",0.02,
"FJI","TAXENV","RES","PC_GDP","A","2013",0.01,
"FJI","TAXENV","RES","PC_GDP","A","2014",0.01,
"FJI","TAXENV","RES","PC_GDP","A","2015",0,
"FJI","TAXENV","RES","PC_GDP","A","2016",0,
"FJI","TAXENV","RES","PC_GDP","A","2017",0,
"FJI","TAXENV","RES","PC_GDP","A","2018",0,
"FJI","TAXENV","RES","PC_GDP","A","2019",0,
"FJI","TAXENV","RES","PC_GDP","A","2020",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","1994",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","1995",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","1996",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","1997",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","1998",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","1999",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2000",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2001",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2002",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2003",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2004",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2005",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2006",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2007",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2008",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2009",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2010",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2011",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2012",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2013",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2014",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2015",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2016",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2017",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2018",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2019",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2020",0,
"FJI","TAXENV","ENRG","PC_TOT_TAX","A","2021",0,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2010",0,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2011",3.92,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2012",5.97,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2013",5.23,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2014",6.05,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2015",5.94,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2016",6.13,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2017",5.49,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2018",5.52,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2019",5.83,
"FJI","TAXENV","TOT","PC_TOT_TAX","A","2020",2.4,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2010",0,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2011",3.86,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2012",5.88,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2013",5.21,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2014",6.03,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2015",5.94,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2016",6.13,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2017",5.49,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2018",5.52,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2019",5.83,
"FJI","TAXENV","TRANSPORT","PC_TOT_TAX","A","2020",2.4,
"FJI","TAXENV","POL","PC_TOT_TAX","A","1994",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","1995",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","1996",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","1997",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","1998",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","1999",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2000",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2001",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2002",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2003",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2004",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2005",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2006",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2007",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2008",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2009",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2010",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2011",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2012",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2013",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2014",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2015",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2016",0,
"FJI","TAXENV","POL","PC_TOT_TAX","A","2017",0,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2010",0,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2011",0.07,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2012",0.09,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2013",0.02,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2014",0.02,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2015",0,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2016",0.01,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2017",0,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2018",0,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2019",0,
"FJI","TAXENV","RES","PC_TOT_TAX","A","2020",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","1994",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","1995",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","1996",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","1997",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","1998",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","1999",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2000",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2001",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2002",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2003",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2004",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2005",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2006",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2007",0,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2008",0.04,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2009",0.06,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2010",0.08,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2011",0.08,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2012",0.09,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2013",0.07,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2014",0.04,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2015",0.13,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2016",0.58,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2017",0.54,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2018",0.59,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2019",0.6,
"GHA","TAXENV","TRANSPORT","PC_GDP","A","2020",0.5,
"GHA","TAXENV","POL","PC_GDP","A","1994",0,
"GHA","TAXENV","POL","PC_GDP","A","1995",0,
"GHA","TAXENV","POL","PC_GDP","A","1996",0,
"GHA","TAXENV","POL","PC_GDP","A","1997",0,
"GHA","TAXENV","POL","PC_GDP","A","1998",0,
"GHA","TAXENV","POL","PC_GDP","A","1999",0,
"GHA","TAXENV","POL","PC_GDP","A","2000",0,
"GHA","TAXENV","POL","PC_GDP","A","2001",0,
"GHA","TAXENV","POL","PC_GDP","A","2002",0,
"GHA","TAXENV","POL","PC_GDP","A","2003",0,
"GHA","TAXENV","POL","PC_GDP","A","2004",0,
"GHA","TAXENV","POL","PC_GDP","A","2005",0,
"GHA","TAXENV","POL","PC_GDP","A","2006",0,
"GHA","TAXENV","POL","PC_GDP","A","2007",0,
"GHA","TAXENV","POL","PC_GDP","A","2008",0,
"GHA","TAXENV","POL","PC_GDP","A","2009",0,
"GHA","TAXENV","POL","PC_GDP","A","2010",0,
"GHA","TAXENV","POL","PC_GDP","A","2011",0,
"GHA","TAXENV","POL","PC_GDP","A","2012",0,
"GHA","TAXENV","POL","PC_GDP","A","2013",0,
"GHA","TAXENV","POL","PC_GDP","A","2014",0,
"GHA","TAXENV","POL","PC_GDP","A","2015",0,
"GHA","TAXENV","POL","PC_GDP","A","2016",0,
"GHA","TAXENV","POL","PC_GDP","A","2017",0,
"GHA","TAXENV","POL","PC_GDP","A","2018",0,
"GHA","TAXENV","POL","PC_GDP","A","2019",0,
"GHA","TAXENV","POL","PC_GDP","A","2020",0,
"GHA","TAXENV","POL","PC_GDP","A","2021",0,
"GHA","TAXENV","RES","PC_GDP","A","1994",0,
"GHA","TAXENV","RES","PC_GDP","A","1995",0,
"GHA","TAXENV","RES","PC_GDP","A","1996",0,
"GHA","TAXENV","RES","PC_GDP","A","1997",0,
"GHA","TAXENV","RES","PC_GDP","A","1998",0,
"GHA","TAXENV","RES","PC_GDP","A","1999",0,
"GHA","TAXENV","RES","PC_GDP","A","2000",0,
"GHA","TAXENV","RES","PC_GDP","A","2001",0,
"GHA","TAXENV","RES","PC_GDP","A","2002",0,
"GHA","TAXENV","RES","PC_GDP","A","2003",0,
"GHA","TAXENV","RES","PC_GDP","A","2004",0,
"GHA","TAXENV","RES","PC_GDP","A","2005",0,
"GHA","TAXENV","RES","PC_GDP","A","2006",0,
"GHA","TAXENV","RES","PC_GDP","A","2007",0,
"GHA","TAXENV","RES","PC_GDP","A","2008",0,
"GHA","TAXENV","RES","PC_GDP","A","2009",0,
"GHA","TAXENV","RES","PC_GDP","A","2010",0,
"GHA","TAXENV","RES","PC_GDP","A","2011",0,
"GHA","TAXENV","RES","PC_GDP","A","2012",0,
"GHA","TAXENV","RES","PC_GDP","A","2013",0,
"GHA","TAXENV","RES","PC_GDP","A","2014",0,
"GHA","TAXENV","RES","PC_GDP","A","2015",0,
"GHA","TAXENV","RES","PC_GDP","A","2016",0,
"GHA","TAXENV","RES","PC_GDP","A","2017",0,
"GHA","TAXENV","RES","PC_GDP","A","2018",0,
"GHA","TAXENV","RES","PC_GDP","A","2019",0,
"GHA","TAXENV","RES","PC_GDP","A","2020",0,
"GHA","TAXENV","RES","PC_GDP","A","2021",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2000",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2001",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2002",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2003",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2004",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2005",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2006",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2007",0,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2008",0.26,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2009",0.43,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2010",0.55,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2011",0.51,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2012",0.56,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2013",0.61,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2014",0.29,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2015",0.99,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2016",4.42,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2017",3.98,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2018",4.33,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2019",4.51,
"GHA","TAXENV","TRANSPORT","PC_TOT_TAX","A","2020",3.82,
"GHA","TAXENV","POL","PC_TOT_TAX","A","1994",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","1995",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","1996",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","1997",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","1998",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","1999",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2000",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2001",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2002",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2003",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2004",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2005",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2006",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2007",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2008",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2009",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2010",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2011",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2012",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2013",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2014",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2015",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2016",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2017",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2018",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2019",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2020",0,
"GHA","TAXENV","POL","PC_TOT_TAX","A","2021",0,
